x1,y1,x2,y2,x3,y3,x4,y4,label
0.3945628214548126,0.3402968664101155,0.582659808963997,0.3391973611874656,0.5797207935341661,0.302913688840022,0.3930933137398971,0.3067619571192963,name
0.1660543717854518,0.5860362836723474,0.4577516531961793,0.5860362836723474,0.4577516531961793,0.5640461792193513,0.1660543717854518,0.5651456844420011,item
0.6546656869948567,0.5860362836723474,0.7244673034533431,0.5843870258383728,0.7244673034533431,0.5629466739967015,0.6546656869948567,0.5662451896646509,itemPrice
0.1675238795003673,0.6091258933479934,0.6495224099926524,0.6074766355140186,0.6480529022777369,0.5854865310610226,0.1660543717854518,0.5860362836723474,item
0.6517266715650257,0.6074766355140186,0.7244673034533431,0.6074766355140186,0.7229977957384276,0.5860362836723474,0.6517266715650257,0.5860362836723474,itemPrice
0.1675238795003673,0.6294667399670149,0.547391623806025,0.6294667399670149,0.5466568699485672,0.6074766355140186,0.1675238795003673,0.6091258933479934,item
0.6517266715650257,0.6305662451896646,0.7229977957384276,0.6316657504123144,0.7244673034533431,0.6085761407366685,0.6531961792799412,0.6074766355140186,itemPrice
0.1660543717854518,0.7383177570093458,0.7163850110213079,0.7443650357339198,0.7193240264511389,0.7097306212204508,0.1675238795003673,0.7069818581638263,total
0.3636950904392765,0.0809108527131783,0.584625322997416,0.0818798449612403,0.584625322997416,0.0508720930232558,0.357235142118863,0.0479651162790697,name
0.1143410852713178,0.3720930232558139,0.419250645994832,0.375968992248062,0.4179586563307493,0.3439922480620155,0.1130490956072351,0.3410852713178294,item
0.751937984496124,0.3711240310077519,0.8184754521963824,0.3701550387596899,0.8171834625322998,0.3420542635658914,0.751937984496124,0.3430232558139535,itemPrice
0.1143410852713178,0.4089147286821705,0.2997416020671835,0.4089147286821705,0.2984496124031007,0.378875968992248,0.1156330749354005,0.375968992248062,item
0.751937984496124,0.4069767441860465,0.8197674418604651,0.4060077519379845,0.8197674418604651,0.375968992248062,0.7532299741602068,0.376937984496124,itemPrice
0.1117571059431524,0.4471899224806202,0.4728682170542636,0.4442829457364341,0.4728682170542636,0.4137596899224806,0.1117571059431524,0.4166666666666667,item
0.7364341085271318,0.440406976744186,0.8171834625322998,0.4423449612403101,0.8210594315245479,0.4147286821705426,0.7351421188630491,0.4156976744186046,itemPrice
0.109173126614987,0.4801356589147287,0.5232558139534884,0.4801356589147287,0.520671834625323,0.4510658914728682,0.1078811369509044,0.4510658914728682,item
0.7325581395348837,0.4781976744186046,0.8236434108527132,0.4781976744186046,0.8223514211886305,0.4491279069767442,0.7364341085271318,0.4491279069767442,itemPrice
0.1117571059431524,0.5203488372093024,0.5872093023255814,0.5184108527131783,0.584625322997416,0.4869186046511627,0.1117571059431524,0.4878875968992248,item
0.7312661498708011,0.5140503875968992,0.8197674418604651,0.5140503875968992,0.8184754521963824,0.4830426356589147,0.7351421188630491,0.4840116279069767,itemPrice
0.1065891472868217,0.5552325581395349,0.3559431524547803,0.5562015503875969,0.3559431524547803,0.5281007751937985,0.1130490956072351,0.5261627906976745,item
0.7351421188630491,0.5503875968992248,0.8210594315245479,0.5513565891472868,0.8184754521963824,0.5193798449612403,0.7351421188630491,0.5203488372093024,itemPrice
0.109173126614987,0.5920542635658915,0.4844961240310077,0.5901162790697675,0.4857881136950904,0.5591085271317829,0.1143410852713178,0.561046511627907,item
0.7416020671834626,0.5872093023255814,0.8223514211886305,0.5881782945736435,0.8236434108527132,0.5552325581395349,0.7403100775193798,0.5571705426356589,itemPrice
0.1143410852713178,0.7732558139534884,0.8301033591731266,0.7713178294573644,0.8301033591731266,0.7364341085271318,0.1117571059431524,0.7403100775193798,total
0.1079913606911447,0.4420717855520218,0.6587473002159827,0.4379827351203998,0.6511879049676026,0.417083144025443,0.1144708423326133,0.4189004997728305,name
0.0140388768898488,0.6001817355747388,0.2386609071274298,0.6001817355747388,0.234341252699784,0.5838255338482508,0.0140388768898488,0.5810995002271695,item
0.6954643628509719,0.5983643798273512,0.7678185745140389,0.5965470240799636,0.7678185745140389,0.578827805542935,0.6900647948164147,0.5797364834166288,itemPrice
0.0161987041036717,0.6174466151749205,0.1771058315334773,0.6197183098591549,0.1771058315334773,0.6019990913221263,0.0205183585313174,0.6001817355747388,item
0.6900647948164147,0.6174466151749205,0.7710583153347732,0.6174466151749205,0.7710583153347732,0.6001817355747388,0.6900647948164147,0.6001817355747388,itemPrice
0.0140388768898488,0.6406179009541118,0.367170626349892,0.6406179009541118,0.3650107991360691,0.6197183098591549,0.0118790496760259,0.6206269877328487,item
0.683585313174946,0.6369831894593366,0.7818574514038877,0.6378918673330305,0.7796976241900648,0.6183552930486143,0.6857451403887689,0.6215356656065425,itemPrice
0.0,0.7196728759654702,0.7796976241900648,0.7196728759654702,0.7775377969762419,0.7024079963652885,0.0,0.7024079963652885,total
0.2571059431524548,0.1031280547409579,0.6757105943152455,0.1050830889540567,0.6718346253229974,0.0557184750733137,0.2758397932816537,0.0518084066471163,name
