x1,y1,x2,y2,x3,y3,x4,y4,label
0.4555555555555555,0.3083333333333333,0.6166666666666667,0.3091666666666666,0.6166666666666667,0.2741666666666666,0.4566666666666666,0.2741666666666666,name
0.2288888888888889,0.5558333333333333,0.3488888888888889,0.56,0.3488888888888889,0.5408333333333334,0.2311111111111111,0.5366666666666666,item
0.7933333333333333,0.5633333333333334,0.8588888888888889,0.565,0.8588888888888889,0.545,0.7911111111111111,0.5441666666666667,itemPrice
0.2188888888888888,0.5833333333333334,0.3322222222222222,0.5866666666666667,0.3333333333333333,0.5683333333333334,0.2233333333333333,0.5633333333333334,item
0.7777777777777778,0.5925,0.8622222222222222,0.5925,0.8588888888888889,0.57,0.7755555555555556,0.5716666666666667,itemPrice
0.2222222222222222,0.6116666666666667,0.3122222222222222,0.6125,0.3144444444444444,0.5925,0.2244444444444444,0.5908333333333333,item
0.7933333333333333,0.62,0.86,0.6208333333333333,0.8622222222222222,0.5991666666666666,0.7922222222222223,0.5983333333333334,itemPrice
0.2077777777777777,0.78,0.8755555555555555,0.7966666666666666,0.8733333333333333,0.7483333333333333,0.2033333333333333,0.7358333333333333,total
0.4433333333333333,0.2616666666666666,0.5188888888888888,0.2625,0.52,0.245,0.4411111111111111,0.2433333333333333,name
0.2488888888888888,0.435,0.4277777777777777,0.4391666666666666,0.4288888888888889,0.4233333333333333,0.2477777777777778,0.4208333333333333,item
0.6644444444444444,0.44,0.7077777777777777,0.4416666666666666,0.7077777777777777,0.4241666666666667,0.6588888888888889,0.4241666666666667,itemPrice
0.25,0.4558333333333333,0.47,0.4591666666666666,0.47,0.4408333333333333,0.2444444444444444,0.4383333333333333,item
0.6544444444444445,0.46,0.7077777777777777,0.4591666666666666,0.7077777777777777,0.4433333333333333,0.6544444444444445,0.4433333333333333,itemPrice
0.2666666666666666,0.4758333333333333,0.4044444444444444,0.4766666666666667,0.4044444444444444,0.4616666666666666,0.2677777777777778,0.46,item
0.6611111111111111,0.4808333333333333,0.7088888888888889,0.48,0.7088888888888889,0.4625,0.6622222222222223,0.4625,itemPrice
0.2644444444444444,0.495,0.3877777777777778,0.4958333333333333,0.3877777777777778,0.48,0.2644444444444444,0.4791666666666667,item
0.65,0.5,0.7122222222222222,0.5,0.71,0.4841666666666667,0.6511111111111111,0.4833333333333333,itemPrice
0.2355555555555555,0.5158333333333334,0.4877777777777777,0.5183333333333333,0.4877777777777777,0.4983333333333333,0.24,0.4958333333333333,item
0.6555555555555556,0.52,0.7122222222222222,0.5208333333333334,0.7122222222222222,0.5041666666666667,0.6555555555555556,0.5033333333333333,itemPrice
0.26,0.5341666666666667,0.61,0.54,0.6111111111111112,0.52,0.2622222222222222,0.5183333333333333,item
0.6566666666666666,0.5408333333333334,0.7122222222222222,0.5408333333333334,0.7122222222222222,0.5241666666666667,0.6555555555555556,0.5216666666666666,itemPrice
0.2355555555555555,0.5766666666666667,0.5,0.5783333333333334,0.5,0.56,0.2355555555555555,0.5575,item
0.6511111111111111,0.5791666666666667,0.7155555555555555,0.5808333333333333,0.7144444444444444,0.5633333333333334,0.65,0.5633333333333334,itemPrice
0.2522222222222222,0.5975,0.3955555555555555,0.5991666666666666,0.3955555555555555,0.5783333333333334,0.2555555555555555,0.5783333333333334,item
0.6644444444444444,0.6025,0.7166666666666667,0.6008333333333333,0.7133333333333334,0.5825,0.6677777777777778,0.5825,itemPrice
0.2044444444444444,0.7516666666666667,0.7288888888888889,0.7583333333333333,0.7244444444444444,0.735,0.2044444444444444,0.7316666666666667,total
0.2988888888888888,0.0791666666666666,0.6133333333333333,0.0725,0.6077777777777778,0.0475,0.3055555555555556,0.0541666666666666,name
0.04,0.4016666666666666,0.4411111111111111,0.3983333333333333,0.4388888888888889,0.3725,0.0433333333333333,0.3741666666666666,item
0.7366666666666667,0.3975,0.9033333333333332,0.3916666666666666,0.9,0.3658333333333333,0.7333333333333333,0.3683333333333333,itemPrice
0.0377777777777777,0.4366666666666666,0.4288888888888889,0.4316666666666666,0.43,0.4058333333333333,0.0444444444444444,0.41,item
0.7366666666666667,0.4291666666666666,0.9022222222222224,0.4241666666666667,0.9033333333333332,0.4016666666666666,0.7344444444444445,0.4075,itemPrice
0.0355555555555555,0.4733333333333333,0.5155555555555555,0.4675,0.5177777777777778,0.4383333333333333,0.0411111111111111,0.4425,item
